,title,datetime,lat,long,url,rating,comment
93,GREYBOX Coffee,2018-06-04 18:24:39,39.91394,116.460989,/poi/29588394.html,5,"店铺是极简风，主视觉是灰白两色。咖啡品质是真的好，尤其是FlatWhite，澳洲系列的牛奶是从澳洲空运过来的，是这里的招牌，推荐。GREYBOX的手冲比较特别，上来的时候是一个大的分享杯装着咖啡，还有两个小杯子，其中一个小杯子里装了冰块，可以先后喝到热咖啡和冰咖啡两种口感。
有一天点单的时候眼前一亮，看到一款名叫“蓝藻拿铁”的饮品，赶紧点来满足一下好奇心。喝了才知道为什么归类在饮品类里，而不是咖啡类，虽然名为拿铁，其实是不含咖啡因的。蓝藻拿铁听起来可能很陌生，红丝绒拿铁大概会比较熟悉。
蓝色拿铁算是红丝绒拿铁的近亲了，但出现的比红丝绒拿铁更晚一些，目前还有很多个名字，比如蓝精灵拿铁，蓝丝绒拿铁，蓝藻拿铁啊等等，主要成分是蓝藻的提取物，是纯天然的植物色素带来的浅蓝色，在GREYBOX喝到的这款还加了椰奶和姜，口感和味道都比较独特。"
94,Seesaw Coffee(王府中环店),2018-06-04 18:12:47,39.912337,116.41051,/poi/34170112.html,5,"凭借对精品咖啡品质的把控，对咖啡文化的传播，以及美好的店铺设计，成为大批资深咖啡爱好者的心头爱，以及很多网红的拍照打卡圣地。王府中环店是Seesaw在北京的第一家店。开放的环境是Seesaw coffee的一个标志性设计，意在给咖啡爱好者和咖啡师一个更亲近更易于交流的空间，交换彼此的故事与灵感。即：See what you saw.
我点了花香味的flat white，云南咖啡豆的手冲，原本是奔着咖啡来的，反而让随意点到的提拉米苏成了惊喜，是我吃过质感最细腻的提拉米苏，十分推荐。
Seesaw的周边有着与店铺同样的极简设计，而我随拍时的心动一刻，竟然是角落里的一叠白色餐巾纸，被放在纯白色的托盘里，一个小小的黑白logo，自顾自躺在那里，却拥有线条与光线配合的美感。自此，好喝的咖啡与简单的美感，组成了我对Seesaw的印象。"
95,kiehl’s coffee houseKiehl'sCafe,2018-06-04 18:06:37,39.934862,116.454406,/poi/34170096.html,5,喝着金盏花拿铁，拍着金盏花爽肤水，内服外敷，双管齐下，大概皮肤可以好回18岁吧。听说科颜氏开了咖啡馆，第一时间奔着金盏花拿铁就去了，盯着咖啡师做完咖啡，在咖啡师要盖上盖子的一刻制止了他，这么美的咖啡我要一边看着它一边喝掉！亮橙色的金盏花和深红色的莓果，给咖啡加上了跳跃的新鲜感，完全心动，味道也很不错，喝完整个人心情特好。科颜氏的品牌理念是纯天然，纯天然到可以做成咖啡给你喝，倒也是情理之中，聪明又时髦的做法。店铺不大，一部分是护肤产品售卖区，另一部分是咖啡馆，咖啡馆座位少且小，不适宜工作，适宜短暂休息或咖啡外带。除了金盏花拿铁和牛油果思慕雪是科颜氏特饮，还有颜值动人的花酿饮品、金盏花和牛油果蛋糕，除此之外也有很多常规咖啡和蛋糕。可是，既然来了Kiehl’s Café，谁要点常规款呀。
96,MOLESKINE(三里屯旗舰店),2018-06-04 18:01:21,39.935725,116.454645,/poi/34170088.html,5,"咖啡馆的视觉形象延续也是强化了MOLESKINE的黑白色调和极简风，走进咖啡馆就像走进一本最具代表性的MOLESKINE黑皮笔记本。凭借梵高、海明威和毕加索的大神效应加持，再加上落地玻璃窗边的一杯热拿铁，如果想在北京做一个成为艺术家的美梦，大概这里是最佳地点了，精神内核与物质道具全部准备就绪，只差一个主角。
咖啡馆空间较大，也适宜工作，周末人还挺多的，不知道来这里做头脑风暴会不会灵感大爆发。"
97,小时光猫语时光咖啡书吧(财富购物中心店),2018-06-04 17:56:28,39.917362,116.459355,/poi/29594666.html,5,猫语时光在财富中心商场2层，隐藏在一家叫小时光的卖复古文艺小商品的店铺的最里面，提供各种饮品（咖啡不错），甜品（现烤的苹果派很好吃）和小吃。我点了咖啡坐在沙发写东西，一只刚刚被剃了毛，穿着粉色小毛衣的加菲猫一脸不开心（就是天生臭脸的那个品种）的坐在我的对面看着我，看着它不开心的样子我就不厚道的笑了。又过了一会儿，一只长的很像金毛狮王的猫咪也慢慢悠悠的跳上沙发，睡在我旁边，好温馨。重点是，咖啡馆里还有三个和式的小包间，可以脱了鞋子躺在里面休息，我去的时候就有姑娘在里面睡觉，三只猫咪就睡在她旁边，实在太治愈了。没有什么问题是猫咪陪你睡一觉解决不了的，如果有那就多睡一会儿吧。
98,URANOS SARIKAYAURANOS SARIKAYA,2018-05-01 02:09:12,38.715046,34.846658,/poi/8080301.html,5,"当土耳其的朋友说要带我们去一家游客最爱的餐厅的时候，我们本能反应是拒绝的，一餐下来，简直为自己的固有偏见羞愧，深受游客喜爱，也是有被喜爱的原因的。这家餐厅做的很用心，一进门在大堂的中央有一个土耳其人在演奏乐器，再搭配幽暗的环境，有在音乐厅欣赏演出的氛围。
土耳其烤羊肉是这家的招牌，肉质鲜嫩，特别好吃，喜欢吃辣的话，尤其推荐搭配干辣椒末，美味的再一次升华！"
99,阿瓦诺斯镇Avanos,2018-05-01 02:05:40,38.711161,34.842378,/poi/8080663.html,5,"土耳其是一个艺术气氛浓厚又热情的国家，而我对土耳其的艺术与热情的记忆，浓缩在了Avanos小镇，浓缩在了小镇尽头的一间艺术家的工作室里，浓缩在了街边晒着太阳跟我打牌的土耳其大叔那里。
小镇的入口处有很多的纪念品店，我们快速的路过了这些店铺往小镇的里面深入，越走越荒凉，没有游客，也没有什么当地人，大部分的房屋都有一种长期没人打理的破败感，就在快要失望的转身离开时，有一只黄色的猫咪出现在我们面前，看了看我们，就转身往更远处走，我们几个就这么莫名的被它吸引着，跟着它往小镇深处走，来到一个房屋门口，整个过程充满了神秘感。
走进房子，我的第一反应是“天呐，猫咪你真棒！”哈哈。这里不是一个店铺，而是一个艺术家的工作室，工作室里杂乱的铺满了各种艺术品，跟一路上见到的那些卖给游客的流水线纪念品完全不一样，每一个作品都独一无二。
工作室的拥有者是一位年轻的土耳其艺术家，看到我们进来，特别热情的邀请我们参观，还专门去烧水给我们冲土耳其咖啡。
一边喝咖啡一边聊天，原来艺术家的爸爸和祖父都是制作陶艺的大师，竟然走进了一个艺术世家。
最最最令我惊喜的是，艺术家竟然邀请我跟他一起完成他的作品！我主要负责雕刻络腮胡哈哈，我这受宠若惊胆战心惊的啊，生怕一笔下去把艺术品给毁了。
返回的路上，在小镇的一个类似于棋牌室的地方，偶遇一群晒着太阳喝着红茶打牌的土耳其大叔，来了一局。
突然，对这个小镇好感倍增～"
100,Temnni Hill观景山Temnni Hill,2018-05-01 01:57:19,38.631931,34.929473,/poi/9259489.html,5,于尔居普小镇里的一座观景山，又名wish hill，是一个游客不多，很安静，很舒心的地方，可以看到整个于尔居普小镇的夜景，红顶的房屋，绿色的树木，蓝色的夜空，橘黄色的光一闪一闪的。
101,卡帕多西亚卡亚卡匹高级洞穴酒店Kayakapi Premium Caves Cappadocia,2018-05-01 01:10:35,38.636265718313,34.903717339039,/poi/7059087.html,5,"酒店依悬崖而建，可以俯瞰于尔居普小镇的风景，夜景美到不想睡觉。
算是塞翁失马吧，因为早上4点被通知热气球因为风太大有安全问题全部取消，我就在悬崖边从凌晨4点待到了早上7点，就站在那里，听着鸟叫，看着眼前的城市，看天空从深紫色变成紫色再变成粉红和蓝色，很lala land的风景。
酒店里的每一个房间，都是以曾经的洞穴主人的名字命名，名字被刻在石板上挂在屋子门口，成为巧妙的欢迎。"
102,玫瑰谷Red and Rose Valley Tours,2018-05-01 01:04:17,38.6699642,34.8444467,/poi/6319943.html,5,"玫瑰谷因为岩石风化而成的形状像玫瑰花瓣而得名，并且这片区域的土地富含丰富的铁元素，呈现出红色。而我在玫瑰谷遇到了两个如玫瑰花般美好的土耳其姑娘，让我对这里的印象无比深刻。
玫瑰谷是徒步喀斯特地貌的好选择，这里沿着不同方向，有1000米到5000米的徒步路线可以选择。
当我朝山顶走去，空旷而安静的山谷突然飘来吉他的声音，于是我寻觅着音乐声而行，终点处是两个坐在山顶的女生。一个女生弹着吉他唱着歌，另一个女生一边随着音乐轻微的晃动身体，看着远处的风景。
一下子就被这个画面美到，看到了自由与快乐的样子。"
103,鸽子谷Pigeon Valley,2018-05-01 01:02:11,38.624083407141,34.806346326949,/poi/6319951.html,4,"鸽子谷有很多鸽子，但都有些懒，估计早已习惯了游客又是跺脚又是飞奔，面对大部分的动静它们都会沉着应对，主要应对办法就是看一眼然后继续低头吃东西。
这里是远眺乌奇希萨尔城堡的好角度。"
104,格雷梅国家公园Goreme National Park,2018-04-30 23:21:12,38.649218,34.83472,/poi/7398488.html,5,登上国家公园的某一处岩壁顶端，站在高处，俯瞰整个山谷，脑海里都是“我曾经跨过山河大海，也穿过人山人海”，不过，却依然悟不出平凡才是唯一的答案。
105,格雷梅镇Goreme Town,2018-04-30 21:52:37,38.643056,34.828889,/poi/8080175.html,5,"在卡帕多奇亚的旅途主要在三个小镇活动，拥有大部分自然人文景观的格雷梅小镇，安静舒服的于尔居普小镇，和情意满满的阿瓦诺斯小镇。
格雷梅小镇除了丰富的自然风光，例如鸽子谷，玫瑰谷，Camel Rock，格雷梅露天博物馆等等，还有很多可以逛的小店、可以在这里体验制作陶艺，也有很独特的我最喜欢的洞穴咖啡馆。"
106,卡帕多奇亚热气球Hot Air Ballooning,2018-04-30 21:41:19,38.648383058986,34.84480694165,/poi/6563711.html,5,"卡帕多奇亚的热气球公司很多，我们这次选的这家叫kapadokya balloons，这家公司提供热气球服务有25年了，比较放心，全程服务也很不错。
早上四点半热气球公司的车到酒店接我们出发，抵达公司后，可以简单的吃些早餐，这里会提供面包、点心、水果、咖啡和土耳其红茶等等。
等待的过程中会有工作人员来讲解乘坐热气球的安全须知，以及介绍飞行员的名字，当地朋友说这边的热气球驾驶员是被称为飞行员的。
飞行结束不要着急离开，会有一个小Party，工作人员会迅速在热气球旁边搭起一个小空间，有花有酒有甜品，飞行员会开香槟庆祝飞行顺利，大呼一声“Celebrate the survival！”，最后还会很正式的颁发一个飞行证书，新旅行证书get～"
