肉餅哥小炒料理 Meat Pie Gor,311,荃灣聯仁街28號康睦庭園地下3號舖,$50以下,粵菜 (廣東),中菜館,(448 食評),13986,最優秀荃灣/葵青開飯熱店
Bulldog Hotdog,2.0,大埔廣福道60-62號地下C舖,$51-100,美國菜,漢堡包,(2 食評),23,
富蠔廊 Regal Lounge Legend,1.0,大埔運頭街20號地下,$101-200,西式,酒吧,(2 食評),30,
愛廚坊 I menu Workshop,1.0,大埔懷義街9號地下,$401-800,意大利菜,法國菜,(2 食評),126,
琛記小廚,2.0,大埔懷仁街2號地下C號舖,$51-100,西式,西餐廳,(3 食評),71,
麥當勞 McDonald's,3.0,大埔安埔路12號富善商場地下G25號舖,$50以下,美國菜,漢堡包,(10 食評),24,
大班麵包西餅 Tai Pan Bread & Cakes Company Limited,,大埔安慈路1號海寶花園地下4號舖,$50以下,西式,麵包店,(1 食評),3,1磅裝或以上蛋糕8折
Piglet Café,4.0,大埔汀角路10號大元街市平台F5號舖,$50以下,西式,咖啡店,(7 食評),35,
133 Lounge,,大埔廣福道133號,$101-200,西式,西式,(1 食評),14,
McCafe,1.0,大埔安慈路4號昌運中心57-66號地下,$50以下,美國菜,麵包店,(2 食評),10,
太平洋咖啡 Pacific Coffee Company,,大埔露屏路10號香港教育大學C座低層平臺學習共用空間,$50以下,美國菜,沙律,(1 食評),20,
Soho Lounge,7.0,大埔運頭角里6號美楓大廈地下A及B號舖,$51-100,西式,酒吧,(9 食評),85,
悠然雅座 Coffee corner,1.0,大埔露屏路10號香港教育學院B4 地下,$50以下,西式,咖啡店,(1 食評),14,
麥當勞 McDonald's,2.0,大埔寶湖道28號廣福商場P316號舖,$50以下,美國菜,漢堡包,(5 食評),12,
Crostini Bakery & Cafe,1.0,大埔科進路23號逸瓏灣二期商場地下低層LG17-18號舖,$50以下,法國菜,西式,(2 食評),29,
Cozy,,大埔翠樂街11號美豐花園A座地下7號舖,$51-100,西式,酒吧,(3 食評),113,
歐陸冰室 Piglet Cafe,8.0,大埔汀角路10號大元商場F5號鋪,$50以下,西式,茶餐廳/冰室,(22 食評),78,
肯德基家鄉雞 Kentucky Fried Chicken,,大埔安邦路9號大埔超級城C區地下501-504號舖,$50以下,美國菜,快餐店,(2 食評),47,
238°C Bakery,1.0,大埔翠怡街3號翠怡花園C座地下,$50以下,西式,麵包店,(2 食評),9,
燒扒屋 Steak House,17.0,大埔安慈路2號八號花園第1座地下5號舖,$51-100,西式,西式,(49 食評),185,
Cafe Polanka,23.0,"大埔安邦路9號大埔超級城B區281-286, 287A & 288A舖",$51-100,西式,西餐廳,(58 食評),138,
小馬哥x豬扒王子 Creative Ma's Restaurant,7.0,大埔美新里5號美菱居地下C舖,$50以下,西式,扒房,(12 食評),104,
Anyhow Bar & Restaurant,,大埔翠怡街3號翠怡花園C座地下11A號舖,$101-200,西式,酒,,10,
Orchid Tree Restaurant,,大埔大埔汀角路龍尾村64B號地下,$51-100,西式,海鮮,,8,
Kay,,大埔懷仁街45號泰和樓地舖,$101-200,西式,酒吧,,8,
雅月餐廳,,大埔安慈路3號翠屏花園商場地下3號舖,$51-100,西式,西餐廳,,5,
烘焙頻道 Baking Channel (非門市),,,$50以下,西式,甜品/糖水,,3,
青庭餐廳 Dragonfly Café,,大埔南坑頌雅路松嶺村,$51-100,西式,咖啡店,,17,
肯德基家鄉雞 Kentucky Fried Chicken (已搬遷),14.0,大埔安邦路9號大埔超級城C區地下516-526號,$50以下,美國菜,快餐店,(46 食評),71,
琛仔小廚 Yensam's Kitchen (已搬遷),5.0,大埔懷仁街2號,$51-100,西式,西餐廳,(5 食評),148,
星巴克咖啡 Starbucks Coffee (已搬遷),5.0,大埔安邦路9號大埔超級城C區地下539-541號舖,$50以下,美國菜,沙律,(14 食評),20,
麥當勞 McDonald's (已搬遷),3.0,大埔南運道9號新達廣場1樓83-85號舖,$50以下,美國菜,漢堡包,(14 食評),14,
Issa U Kitchen (已搬遷),,大埔圍頭村,$201-400,意大利菜,法國菜,,27,
A8's Cafe,38.0,大埔美新里1號安樂樓地下A號舖,$51-100,多國菜,薄餅,(67 食評),521,送 25里數 / 30積分
太平洋酒吧 Bar Pacific,,大埔廣福道51-59號中嘉閣地下B1舖,$101-200,多國菜,酒吧,,20,
深仔記 Sham Tsai Kee,18.0,太和翠樂街6號地舖,$50以下,港式,粉麵/米線,(28 食評),105,
正記冰室,8.0,太和太和路12號太和廣場1樓太和街市1號舖,$50以下,港式,茶餐廳/冰室,(19 食評),147,
好好甜品 Ho Ho Dessert,25.0,太和美新里5號美菱居地下B號舖,$50以下,港式,甜品/糖水,(62 食評),225,
銀龍粉麵茶餐廳 Ngan Lung Restaurant,2.0,太和大埔太和路12號太和邨愛和樓2座地下107-109號舖,$50以下,港式,茶餐廳/冰室,(8 食評),71,
林村小食甜品屋,1.0,太和林村許願樹,$51-100,港式,台式飲品,(5 食評),37,
阿Sir廚房 Ar Sir Kitchen,1.0,太和翠怡街3號翠怡花園B座地下L13號舖,$51-100,港式,茶餐廳/冰室,(3 食評),36,
金成茶餐廳,1.0,太和大埔太和路翠怡花園,$50以下,港式,茶餐廳/冰室,(1 食評),23,
凱施餅店 Hoixe Cake Shop,2.0,太和太和商場第二期2樓228號舖,$50以下,港式,麵包店,(5 食評),11,
聖安娜餅屋 Saint Honore Cake Shop,4.0,太和太和村太和商場2樓208號舖,$50以下,港式,麵包店,(8 食評),16,
美心西餅 Maxim's Cake Shop,4.0,太和港鐵太和站6號舖,$50以下,港式,麵包店,(11 食評),21,
大快活 Fairwood,,太和太和路12號太和廣場1樓101B號舖,$50以下,港式,快餐店,(2 食評),20,
波仔 Eat East,,太和大埔太和路12號太和商場1樓105號舖,$50以下,港式,外賣店,(2 食評),12,
王子麵包 Prince Bakery,5.0,太和太和路翠怡花園,$50以下,港式,麵包店,(7 食評),25,
豬手王,1.0,太和太和路12號太和廣場1樓太和街市65號舖,$51-100,港式,港式,(1 食評),34,
細蓉記 Sai Yung Kee,7.0,太和太和路12號太和廣場西翼L2樓227號舖,$50以下,港式,粉麵/米線,(26 食評),71,
鴻運茶餐廳,2.0,太和大埔太和路15號太和中心地下34號舖,$50以下,港式,茶餐廳/冰室,(2 食評),29,
熱賣點 Hot Shot,,太和太和路12號太和商場2樓227A號舖,$50以下,港式,小食店,,4,
鯉魚門紹香園合桃果子專門店 Walnut Shop,,太和太和路12號太和商場2樓204D號舖,$50以下,港式,小食店,,2,
美食工房,,太和太和路12號太和廣場1樓太和街市6號舖,$50以下,港式,小食店,,20,
優之良品 Aji Ichiban,,太和港鐵太和站 4 號舖,$50以下,港式,小食店,,6,
鯉魚門紹香園合桃果子專門店 Walnut Shop (已搬遷),,太和太和村太和商場2樓230號舖,$50以下,港式,小食店,,5,
譚仔雲南米線,,太和大埔太和路12號太和邨愛和樓地下SH111-112號舖,$50以下,滇菜 (雲南),粉麵/米線,(5 食評),138,
阿Sir廚房 Ar Sir Kitchen,1.0,太和翠怡街3號翠怡花園B座地下L13號舖,$51-100,粵菜 (廣東),茶餐廳/冰室,(3 食評),36,
百味坊,,太和太和路12號太和廣場1樓太和街市5號舖,$50以下,川菜 (四川),粉麵/米線,(2 食評),24,
細蓉記 Sai Yung Kee,7.0,太和太和路12號太和廣場西翼L2樓227號舖,$50以下,粵菜 (廣東),粉麵/米線,(26 食評),71,
鴻福堂 Hung Fook Tong,,太和港鐵太和站5號舖,$50以下,粵菜 (廣東),涼茶/龜苓膏,,8,
加藤屋 Katoya,4.0,太和太和路12號太和廣場1樓101A號舗,$50以下,日本菜,快餐店,(13 食評),85,
元気寿司 Genki Sushi,8.0,太和太和路12號太和商場第一期2樓223舖,$101-200,日本菜,壽司/刺身,(16 食評),87,
越棧越式湯粉專門店 Viet's Choice,2.0,太和太和路12號太和廣場東翼1樓101C號舖,$51-100,越南菜,粉麵/米線,(5 食評),52,
咖啡灣 Cafe Swan,110.0,太和太和路15號太和中心9號舖,$51-100,西式,麵包店,(162 食評),5220,最優秀大埔/沙田開飯熱店
麥當勞 McDonald's,8.0,太和太和路12號太和商場1樓102號舖,$50以下,美國菜,漢堡包,(20 食評),81,
After 5 Wine Bar,17.0,太和美新里5號美菱居地下A舖,$201-400,西式,酒吧,(42 食評),318,
星巴克咖啡 Starbucks Coffee,,太和太和路12號太和廣場2樓211號舖,$50以下,美國菜,沙律,,36,
漢興茶檔,36.0,粉嶺聯和墟聯興街3號地下B舖,$50以下,港式,茶餐廳/冰室,(43 食評),1807,
伊Burger Cafe,21.0,粉嶺聯和墟和睦路9號海聯廣場地下7-8號舖,$50以下,港式,漢堡包,(32 食評),960,
協香麵包西餅,47.0,粉嶺聯和墟聯盛街24號地下,$50以下,港式,麵包店,(76 食評),1403,
水上人生滾粥,20.0,粉嶺聯和墟聯安街39號地舖,$50以下,港式,粥品,(23 食評),298,
陳黃記,13.0,粉嶺聯和墟聯昌街42號地舖,$50以下,港式,粉麵/米線,(24 食評),708,
樂怡餅屋 Louie Bakery,61.0,粉嶺一鳴路23號牽晴間購物廣場地下G6舖,$50以下,港式,麵包店,(72 食評),1158,
雲津美食,12.0,粉嶺聯和墟和隆街34號地舖,$50以下,港式,粉麵/米線,(14 食評),662,
冰冰一叮,15.0,粉嶺聯和墟聯昌街9號,$50以下,港式,茶餐廳/冰室,(20 食評),222,
龍手工涮涮鍋 Lung Handcraft Hotpot,9.0,粉嶺聯和墟和泰街27號地下F鋪,$101-200,港式,火鍋,(11 食評),188,
陳鳳記 Chan Fung Kee,11.0,粉嶺沙頭角鹿頸路,$50以下,港式,茶餐廳/冰室,(19 食評),354,
BB開心茶座  B B Happy Cafe,16.0,粉嶺鹿頸村2號,$50以下,港式,港式,(40 食評),256,
福利茶室,9.0,粉嶺沙頭角三椏村1號,$51-100,港式,大牌檔,(13 食評),154,
福滿庭酒家,6.0,粉嶺百和路88號花都廣場地下73-88號舖,$51-100,港式,點心,(17 食評),119,
嚐味 Gusto,4.0,粉嶺華明路21號華明商場地下G04號舖,$50以下,港式,粉麵/米線,(11 食評),61,
水上人魚蛋粉 Boat Dweller Fish Balls,11.0,粉嶺聯和墟聯昌街2號地下A-B號舖,$50以下,港式,粉麵/米線,(24 食評),143,
蛇王祖萍記豆品小食,5.0,粉嶺聯安街17號寶安樓地下,$50以下,港式,涼茶/龜苓膏,(5 食評),54,
樂滿門快餐廳 Look Moon Moon,7.0,粉嶺聯和墟和隆街25號,$50以下,港式,茶餐廳/冰室,(11 食評),46,
名串王,5.0,粉嶺聯和墟和豐街8號和豐閣4A地舖,$50以下,車仔麵,港式,(6 食評),265,
雅景餐廳 Ah Keng Restaurant,8.0,粉嶺粉嶺中心地下19A-B舖,$50以下,港式,茶餐廳/冰室,(17 食評),125,
森港客家菜,5.0,粉嶺聯和墟街市熟食中心2樓6號舖,$51-100,港式,中菜館,(9 食評),112,
添仔蝦餃 Tim Chai Ha Kau,10.0,粉嶺聯和墟街市2樓Food Court 12 及 19 號舖,$50以下,港式,點心,(18 食評),183,
AM kitchen,5.0,粉嶺聯和墟和豐街56號地下,$50以下,港式,薄餅,(17 食評),112,
甜CC 甜品店 Sweet Memory,4.0,粉嶺聯和墟聯和道75A地下,$50以下,港式,甜品/糖水,(13 食評),119,
美心西餅 Maxim's Cake Shop,10.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓10號舖,$50以下,港式,麵包店,(16 食評),29,
茶啡檔 T Cafe,14.0,粉嶺聯和墟聯安街47-49號寶昌大樓地舖,$50以下,港式,茶餐廳/冰室,(29 食評),159,
海記美食坊,7.0,粉嶺聯和墟街市2樓熟食中心10號舖,$50以下,港式,熟食中心,(16 食評),47,
舊墟茶居 O-Mart Deli,5.0,粉嶺和泰街4-18號和泰樓地下,$51-100,港式,海鮮,(17 食評),172,
炳記士多,2.0,粉嶺粉嶺圍360A號地舖,$50以下,港式,茶餐廳/冰室,(2 食評),13,
庭軒一敘 Regentville Snacks & Coffee,5.0,粉嶺聯和墟和豐街52號合豐樓地下,$50以下,港式,咖啡店,(12 食評),121,
太興 Tai Hing,5.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓6號舖,$51-100,港式,燒臘,(13 食評),50,
樂斯餐廳 Roxy Restaurant,11.0,粉嶺聯和墟聯興街19號地下,$50以下,港式,茶餐廳/冰室,(28 食評),83,
Win100茶餐廳 Win100 Cafe,2.0,粉嶺聯和墟聯昌街38號地舖,$50以下,港式,雲吞/餃子,(3 食評),29,
美心西餅 Maxim's Cake Shop,3.0,粉嶺港鐵粉嶺站FAN 2號舖,$50以下,港式,麵包店,(9 食評),18,
同樂冰室,2.0,粉嶺聯和墟和隆街3號,$50以下,港式,港式,(4 食評),21,
美心西餅 Maxim's Cake Shop,6.0,粉嶺百和路88號花都廣場地下89號舖,$50以下,港式,麵包店,(7 食評),16,
仁利餅家,4.0,粉嶺軍地102號地舖,$50以下,港式,麵包店,(4 食評),220,
新活著餐廳 New Being Restaurant,2.0,粉嶺聯和道57-63號嘉和軒地下6號舖,$50以下,港式,茶餐廳/冰室,(2 食評),10,
海記魚蛋粉麵,5.0,粉嶺百和路88號花都廣場地下81號舖,$50以下,港式,粉麵/米線,(7 食評),62,
唐記包點 Tong Kee Bao Dim,15.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓11號舖,$50以下,港式,點心,(22 食評),84,
海星餐廳,5.0,粉嶺聯和墟聯盛街4號地下A舖,$50以下,港式,茶餐廳/冰室,(12 食評),90,
許留山 Hui Lau Shan,5.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓19號舖,$50以下,港式,甜品/糖水,(21 食評),47,
育華海鮮菜館,5.0,"粉嶺聯和墟聯安街3-7號C,D,E舖",$51-100,港式,海鮮,(6 食評),88,
英華茶餐廳 Ying Wah Restaurant,6.0,粉嶺聯和墟聯昌街36號,$50以下,港式,茶餐廳/冰室,(9 食評),59,
MX,2.0,粉嶺港鐵粉嶺站FAN13號舖,$50以下,港式,快餐店,(3 食評),6,
金味小廚餐廳,3.0,粉嶺聯和墟和泰街37號地下,$50以下,港式,茶餐廳/冰室,(6 食評),47,
滿意美食,2.0,粉嶺聯捷街1號榮福中心商場地下87及110號舖,$50以下,車仔麵,港式,(3 食評),18,
生記茶餐廳 Sun Kee Restaurant,4.0,粉嶺聯和墟和隆街21號,$50以下,港式,粉麵/米線,(9 食評),39,
成記魚蛋牛雜粉麵,5.0,粉嶺聯和墟聯安街市政大廈2樓熟食中心,$50以下,港式,粉麵/米線,(8 食評),29,
榮珍茶餐廳,3.0,粉嶺聯和墟聯興街11號地下A舖,$50以下,港式,茶餐廳/冰室,(6 食評),43,
好難食零食店,2.0,粉嶺新運路38號祥華商場地下祥華街市33號舖,$50以下,港式,小食店,(4 食評),43,
特餐 Special Cafe,3.0,粉嶺聯和墟聯和道63號嘉和軒地舖,$50以下,港式,粉麵/米線,(3 食評),44,
大家樂 Café de Coral,10.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓27號舖,$50以下,港式,無肉餐單,(26 食評),49,
Farm Direct,1.0,粉嶺和泰街29號地舖,$50以下,港式,果汁,(1 食評),6,
發祥茶餐廳 Fat Cheung Restaurant,7.0,粉嶺粉嶺圍650B號地下,$50以下,港式,茶餐廳/冰室,(9 食評),43,
小食快綫 Snack Express,3.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓36號舖,$50以下,車仔麵,港式,(8 食評),40,
特餐‧番茄湯專門店,5.0,粉嶺聯和道63號嘉和軒地下2號舖,$50以下,港式,港式,(7 食評),178,
長盛茶餐廳,1.0,粉嶺聯和墟聯和道63號地下1號舖,$50以下,港式,茶餐廳/冰室,(3 食評),23,
合興冰室 Hop Hing,3.0,粉嶺聯興街39-40號地下,$50以下,港式,港式,(7 食評),12,
大快活 Fairwood,2.0,粉嶺百和路88號花都廣場地下72號舖,$50以下,港式,快餐店,(3 食評),16,
海皇粥店 Ocean Empire Food Shop,22.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓4號舖,$50以下,港式,粥品,(54 食評),114,
雅景餐廳小廚 Ar Keng Restaurant,,粉嶺新運路38號祥華邨3樓平台1-4號舖,$50以下,港式,粉麵/米線,(3 食評),67,
椰子樂 Coconut Specialist,1.0,粉嶺聯和墟和泰街69A泰昌樓地下A舖,$50以下,港式,港式,(1 食評),20,
德記茶餐廳,3.0,粉嶺聯和墟聯捷街榮福中心商場地下11號,$50以下,港式,茶餐廳/冰室,(6 食評),34,
浩德粉麵餐廳 Ho Tak Noodle Restaurant,1.0,粉嶺粉嶺一鳴路23號牽晴間購物廣場地下G37舖,$50以下,港式,茶餐廳/冰室,(6 食評),28,
聚興樓 Tsui Hing Lau,2.0,粉嶺華明邨街市地下19號舖,$50以下,港式,外賣店,(2 食評),47,
德興茶餐廳,14.0,粉嶺粉嶺車站路18號粉嶺名都商場3樓26-28號舖,$51-100,港式,茶餐廳/冰室,(33 食評),66,
大快活 Fairwood,1.0,粉嶺華明路21號華明商場地下G33號舖,$50以下,港式,快餐店,(1 食評),2,
富貴茶餐小廚,3.0,粉嶺聯和墟聯安街市政大廈2樓熟食中心,$50以下,港式,茶餐廳/冰室,(4 食評),25,
包點先生 Bao Dim Sin Seng,1.0,粉嶺華明邨廣場地下18號舖,$50以下,港式,中式包點,(2 食評),17,
至友美點 Friendly Food,3.0,粉嶺聯和墟和豐街21號舖,$50以下,港式,粥品,(6 食評),61,
百份百大師‧即造烘焙 Smile Bread,1.0,粉嶺馬適路1號逸峰商場地下G06舖,$50以下,港式,麵包店,(4 食評),18,
杏香園 Hang Heong Un,,粉嶺聯和墟聯興街31號地下,$50以下,港式,甜品/糖水,(13 食評),78,
津苑粉麵茶餐廳,6.0,粉嶺百和路88號花都廣場地下,$50以下,港式,粉麵/米線,(14 食評),56,
狂潮美食坊,2.0,粉嶺聯和墟聯盛街28號地舖,$50以下,港式,茶餐廳/冰室,(2 食評),26,
沙頭角鎔記 Sha Tau Kok Yung Kee,1.0,粉嶺沙頭角下担水坑村小路側,$50以下,港式,甜品/糖水,(1 食評),79,
凱施餅店 Hoixe Cake Shop,1.0,粉嶺百和路88號花都廣埸地下A53-A54及127號舖,$50以下,港式,麵包店,(4 食評),10,
大快活 Fairwood,,"粉嶺粉嶺車站路18號粉嶺名都商場2樓86-88,51B,52C號舖",$50以下,港式,快餐店,(15 食評),28,
谷麥 Koomak Bakery,,粉嶺聯和墟聯盛街20號地舖,$50以下,港式,麵包店,(2 食評),34,
BQBBQ最好燒烤 BQBBQ Best Quality Barbeque,1.0,粉嶺沙頭角担水坑巴士站,$51-100,港式,燒烤場,(2 食評),18,
魔法甜品屋 Magic Dessert,17.0,粉嶺百和路88號花都廣場地下115號舖,$50以下,港式,甜品/糖水,(43 食評),238,
山寨風小食亭 Cottage F,1.0,粉嶺百和路88號花都廣場地下85B號舖,$51-100,港式,串燒,(1 食評),23,
孖寶小廚,2.0,粉嶺聯和墟聯和道7號地下,$50以下,車仔麵,港式,(4 食評),17,
大快活 Fairwood,,粉嶺聯和墟和滿街8號帝庭軒一期G23號舖,$50以下,港式,快餐店,(16 食評),22,
華記永樂飯堂,,粉嶺安樂村業和街2號和豐紙品廠工業大廈閣樓,$50以下,港式,粉麵/米線,(1 食評),9,
龍豐粉麵茶餐廳 Lung Fung Noodle Restaurant,4.0,粉嶺聯和墟和豐街39號新景樓地下,$50以下,港式,茶餐廳/冰室,(8 食評),35,
喜寶餐廳 Cafe Happy Post,2.0,粉嶺聯和墟聯興街5號,$50以下,港式,咖啡店,(4 食評),11,
馥軒麵包西餅 Empery Bakery,1.0,粉嶺一鳴路18號華心邨華心商場地下R34號舖,$50以下,港式,麵包店,(2 食評),13,
燕京小賣部,3.0,粉嶺安樂村安樂門街11號燕京大廈地下,$50以下,港式,中式包點,(3 食評),23,
祥發餐廳,,粉嶺百和路88號花都廣場地下A1-A6號舖,$50以下,港式,茶餐廳/冰室,(5 食評),22,
闔府統請,2.0,粉嶺一嗚路23號G3號地下,$50以下,港式,港式,(8 食評),25,
銀河餐廳,2.0,粉嶺百和路88號花都廣埸地下133號舖,$50以下,港式,粉麵/米線,(6 食評),29,
順興小食,,粉嶺榮福中心商場地下,$50以下,車仔麵,港式,(4 食評),5,
新大眾樂快餐店,8.0,"粉嶺新運路33號粉嶺中心地下103,108-110號舖",$50以下,港式,快餐店,(18 食評),38,
奇華餅家 Kee Wah Bakery,1.0,粉嶺聯和墟帝庭軒商場1樓32B號舖,$50以下,港式,麵包店,(2 食評),8,
銀龍粉麵茶餐廳 Ngan Lung Restaurant,5.0,粉嶺雍盛苑雍盛商場地下5 號舖,$50以下,港式,無肉餐單,(17 食評),39,
海燕茶餐廳,,粉嶺坪輋五洲路6號地舖,$50以下,港式,粉麵/米線,(2 食評),15,
歡樂餐廳小廚,,粉嶺聯和墟和滿街9號聯和墟街市2樓熟食中心CF4號舖,$50以下,港式,茶餐廳/冰室,(2 食評),11,
西式冰室,,粉嶺聯和墟和滿街9號聯和墟街市3樓熟食市場22號舖,$50以下,港式,茶餐廳/冰室,(1 食評),8,
強記美味燒 Keung Kee Roasted Meat,,粉嶺榮福中心106-107號地舖,$50以下,港式,燒臘,(3 食評),6,
百份百大師‧即造烘焙 Smile Bread,,粉嶺一鳴路18號華心商場1樓R101-106號舖,$50以下,港式,麵包店,(3 食評),18,
桃園粥麵小廚 Tao Yuen,,粉嶺嘉福邨嘉福商場地下3及4號舖,$50以下,港式,茶餐廳/冰室,(3 食評),26,
祠堂士多,1.0,粉嶺粉嶺圍1號,$50以下,港式,粉麵/米線,(1 食評),26,
牛牛樂園,1.0,粉嶺沙頭角公路81號地段,$50以下,港式,港式,(2 食評),46,
九記士多 Kau Kee Store,1.0,粉嶺打鼓嶺坪輋,$50以下,港式,台式飲品,(1 食評),17,
榮輝美食 Wing Fai Food,,粉嶺榮福中心商場地下38號舖,$50以下,港式,港式,(6 食評),14,
香港明園餐廳,1.0,粉嶺沙頭角邨23座5A號地下,$50以下,港式,茶餐廳/冰室,(2 食評),9,
大家樂 Café de Coral,3.0,粉嶺雍盛商場102號舖,$50以下,港式,無肉餐單,(3 食評),12,2018 Party 100美食9折
福榮餐廳小廚,,粉嶺聯和墟街市熟食中心二樓4號舖,$51-100,港式,茶餐廳/冰室,(1 食評),10,
莎莉餅店 Sally's Cake House,1.0,粉嶺聯捷街榮福中心地下72號舖,$50以下,港式,麵包店,(1 食評),8,
美好粥品飯店,1.0,粉嶺聯和墟聯安街市政大廈2樓熟食中心CF1號舖,$50以下,港式,熟食中心,(2 食評),7,
龍山寺小賣部,1.0,粉嶺流水響布格仔龍山寺內,$50以下,港式,小食店,(1 食評),5,
庭軒一敍 Regentville Snacks & Coffee,,粉嶺聯和墟和滿街8號帝庭軒商場地下4號舖,$50以下,港式,咖啡店,(6 食評),30,
百份百餐廳 Cafe 100%,7.0,粉嶺一鳴路18號華心商場1樓R101-106號舖,$50以下,港式,咖喱,(18 食評),51,
大家樂 Café de Coral,3.0,粉嶺一鳴路15號碧湖花園地下24-26號,$50以下,港式,無肉餐單,(10 食評),18,2018 Party 100美食9折
馥軒 Empery Bakery,2.0,粉嶺粉嶺車站路18號粉嶺名都商場2樓38號舖,$50以下,港式,麵包店,(4 食評),16,
鮮味 Food Taste,,粉嶺聯和墟和滿街9號聯和墟街市地下M31-32號舖,$51-100,港式,燒烤,,30,
美滿餐廳,2.0,粉嶺聯和墟和泰街33號地下,$50以下,港式,茶餐廳/冰室,(5 食評),29,
千燒居 On Fire,,粉嶺聯和墟和豐街8號和豐閣5B號地舖,$50以下,港式,三文治,,16,
運達點心小廚,,粉嶺粉嶺聯和墟聯興街27至29號地舗,$51-100,港式,火鍋,,25,
聚興樓 Tsui Hing Lau,,粉嶺嘉福邨嘉福商場地下7號舖,$50以下,港式,小食店,,13,
旺記點心餐廳,,粉嶺新運路38號祥華邨地下熟食檔5-8號舖,$51-100,港式,點心,,14,
花花小食,,粉嶺百和路88號粉嶺花都廣場地下123號舖,$50以下,港式,小食店,,10,
鹿頸茶座 Luk Keng Village Club,,粉嶺沙頭角鹿頸村3號地下,$50以下,港式,小食店,,18,
同菲冰室,,粉嶺沙頭角新樓街1號地下,$50以下,港式,茶餐廳/冰室,,11,
千色燒味飯店,,粉嶺嘉福邨街市地下P號舖,$50以下,港式,燒臘,(1 食評),8,
香港街頭小食,,粉嶺新運路38號祥華商場,$50以下,港式,小食店,,7,
達亨車仔麵,1.0,粉嶺新運路38號祥華邨熟食中心39號舖,$50以下,車仔麵,港式,(2 食評),11,
華苑燒味粥品小廚,1.0,粉嶺聯和墟和隆街,$50以下,港式,粥品,(4 食評),21,
Neway Karaoke Box,4.0,"粉嶺新界粉嶺新運路33 號粉嶺中心地下145,146,149及150 – 157號舖",$51-100,港式,卡拉OK,(7 食評),81,
大家樂 Café de Coral,1.0,粉嶺聯和墟和睦路9號海聯廣場地下51A-51E號舖,$50以下,港式,快餐店,(1 食評),11,2018 Party 100美食9折
香港老冰室,2.0,粉嶺新運路38號祥華邨祥華商場地下G10號舖,$51-100,港式,茶餐廳/冰室,(3 食評),16,
嘉盛美食 Ka Shing Food Shop,6.0,粉嶺嘉福邨嘉福商場佳寶市集地下A舖,$50以下,港式,港式,(8 食評),27,
永發麵家,3.0,粉嶺百和路88號花都廣場地下130號舖,$50以下,車仔麵,港式,(4 食評),15,
鴻仔記車仔麵 Hung’s Cart Noodle,,粉嶺百和路88號花都廣場地下A26及118號舖,$50以下,車仔麵,港式,,0,
翠河餐廳 Green River Restaurant,,粉嶺一鳴路23號牽晴間商場地下G1D鋪,$51-100,港式,茶餐廳/冰室,(1 食評),4,
OK便利店 Hot & In 美食吧 Circle K Hot & In Steam Station,,粉嶺華明路21號華明商場地下G22號舖,$50以下,港式,小食店,,1,
OK便利店 Hot & In 美食吧 Circle K Hot & In Steam Station,,粉嶺欣盛苑停車場大廈地下1號舖,$50以下,港式,小食店,,0,
OK便利店 Hot & In 美食吧 Circle K Hot & In Steam Station,,粉嶺雍盛苑雍盛商場地下12號舖,$50以下,港式,小食店,,0,
OK便利店 Hot & In 美食吧 Circle K Hot & In Steam Station,,粉嶺嘉福邨嘉福商場地下6號舖,$50以下,港式,小食店,,0,
百和堂,,粉嶺聯和墟和豐街60號地下F號舖,$50以下,港式,涼茶/龜苓膏,,1,
鍾鼎燒味,,粉嶺一鳴路18號華心商場地下華心街市G27-G28號舖,$50以下,港式,燒臘,,1,
Morris Cookies,,粉嶺聯和墟聯昌街33號地舖,$50以下,港式,港式,,3,
新廣發 Sun Kwong Fat,,粉嶺和滿街9號聯和墟街市2樓熟食中心CF7號舖,$51-100,港式,火鍋,,32,
包餃店,,粉嶺新運路38號祥華邨祥華商場3樓L313號舖,$50以下,車仔麵,港式,,8,
奇華餅家 Kee Wah Bakery,,粉嶺港鐵粉嶺站14號舖,$50以下,港式,麵包店,,2,
包餃店,,粉嶺華明路21號華明商場地下G08號舖,$50以下,港式,小食店,,2,
大興茶餐廳,,粉嶺沙頭角迎海樓1號地舖,$50以下,港式,茶餐廳/冰室,,10,
菜園角茶檔,,粉嶺沙頭角菜園角29號地下,$50以下,港式,茶餐廳/冰室,,0,
麥稻田麵包西餅 Bakutoda Bakery,,粉嶺華明路22號雍盛商場地下17號舖,$50以下,港式,麵包店,,3,
鯉魚門紹香園合桃果子專門店 Walnut Shop,,粉嶺粉嶺車站路18號粉嶺名都商場2樓,$50以下,港式,小食店,,4,
路卡斯士多 Lucas Store,,粉嶺粉嶺圍14號地下,$50以下,港式,小食店,,5,
椰子樂 Coconut Specialist (已搬遷),4.0,粉嶺聯和墟聯興街17號地舖,$50以下,港式,果汁,(7 食評),35,
四眼仔腸粉 (已搬遷),89.0,粉嶺和豐街43-45號地下,$50以下,港式,小食店,(116 食評),293,
